	CR.20.CE.Day0	CR.20.Stool.Day0	CR.21.CE.Day0	CR.21.Stool.Day0	CR.22.CE.Day0	CR.22.Stool.Day0	CR.23.CE.Day0	CR.23.Stool.Day0	Env.10.CE.Day1	Env.11.CE.Day1	Env.11.Stool.Day0	Env.12.CE.Day1	Env.12.Stool.Day0	Env.13.CE.Day1	Env.13.Stool.Day0	Evn.10.Stool.Day0	Jax.40.CE.Day1	Jax.40.Stool.Day0	Jax.41.CE.Day1	Jax.41.Stool.Day0	Jax.42.CE.Day1	Jax.42.Stool.Day0	Jax.43.CE.Day1	Jax.43.Stool.Day0	Tac.30.CE.Day1	Tac.30.Stool.Day0	Tac.31.CE.Day1	Tac.31.Stool.Day0	Tac.32.CE.Day1	Tac.32.Stool.Day0	Tac.33.CE.Day1	Tac.33.Stool.Day0
Jax.42.CE.Day1	0.4696713029796914	0.4764945306903538	0.47976452573961453	0.42949631801491417	0.4650805807097403	0.4429148701986893	0.516371518273019	0.5568470755653928	0.3812348636951288	0.35442713242042834	0.3735191463378429	0.4108134036507367	0.3658327625850624	0.3827716301784316	0.43785130009826634	0.4814310013112899	0.0397004145939335	0.18379895730800455	0.0784460480553186	0.15611781103391947	0	0.14156668972089767	0.14789740458585876	0.15118899115865483	0.3365069737110995	0.3131551634916909	0.35960180716875056	0.37977912566694294	0.30764448044057036	0.22966369800329187	0.3307544325920896	0.353373532640728
Jax.42.Stool.Day0	0.5551185137278061	0.5711185303828296	0.5700321771807337	0.5159344055109012	0.5567824451556127	0.5262567762971004	0.5929955096316757	0.6265600513204879	0.45670357222156854	0.45366526400811186	0.4764931147423751	0.5167443248954473	0.46104300636196016	0.4751637195423184	0.5348763841554176	0.5663687249361006	0.12885703021410372	0.0759177615615308	0.1752056736300321	0.10364220897876156	0.14156668972089767	0	0.2760595500186522	0.27092426603813724	0.3979848349928192	0.3751866704350842	0.41976321712401615	0.4414380412113205	0.3807706328293272	0.2963705080414097	0.391044527512894	0.41390661545082735
Jax.43.CE.Day1	0.3846684919933777	0.40521418114285707	0.39539713033819346	0.34372310405287343	0.3748904285106366	0.34907322121258444	0.43311626052031427	0.49971558365833424	0.2973543098507022	0.2495051131779294	0.2755297877162275	0.30891253996969814	0.2863536260998374	0.2772652833832165	0.36570933338753153	0.4142990916125926	0.1690954968784879	0.31532806234474187	0.13468159816378944	0.2557373462813014	0.14789740458585876	0.2760595500186522	0	0.07151513452542019	0.27524506869591325	0.23849401958814925	0.3009980358536346	0.3018107587457379	0.24872729936250232	0.18604640031301772	0.26028915066634806	0.27872504143198207
Jax.43.Stool.Day0	0.40265302226221306	0.3991599254278815	0.41847820782465744	0.35811824073458903	0.3974786471072797	0.37195451977184935	0.45243581016509105	0.4989057237066685	0.34369829907538263	0.2743352835492669	0.2828708944402091	0.3322558637199995	0.2766142125411678	0.3118970674784494	0.35144166143049316	0.40046116367443096	0.1699171682757236	0.31376537678223176	0.15089498654252514	0.2240067547670434	0.15118899115865483	0.27092426603813724	0.07151513452542019	0	0.29868199229812814	0.27152281744918705	0.3250065300170075	0.33812858872738516	0.27603420366292675	0.1952483972389145	0.28795828865842377	0.3166969173596488
Tac.30.CE.Day1	0.368392177674118	0.4219182822571027	0.3860189584412399	0.30206112295137033	0.3659287550250837	0.3106545570358061	0.4028789723371296	0.4903257436478456	0.16220120159168952	0.20820440589321887	0.27658736601787837	0.31436709633862686	0.3240742038628185	0.24491840938346193	0.3724025781917671	0.42753422106051014	0.33317395775626557	0.4549517380004412	0.295756336782446	0.462286707804602	0.3365069737110995	0.3979848349928192	0.27524506869591325	0.29868199229812814	0	0.09075807052724992	0.0571523058611564	0.09482329077789212	0.07462209067673517	0.20213542073506177	0.05487639277472618	0.05980547728889407
Tac.30.Stool.Day0	0.42009710687166735	0.4749921164861622	0.431352332911708	0.3583448807998364	0.4103408370402575	0.3637266393996552	0.4512781749008672	0.5435588025158372	0.20470053138702535	0.24376932370274215	0.32908017628825526	0.3612765065045546	0.34783633828493443	0.2885002535000517	0.4305459768220406	0.4823334895181152	0.30702466167091624	0.42968830175721	0.2709363020988428	0.4360742608562497	0.3131551634916909	0.3751866704350842	0.23849401958814925	0.27152281744918705	0.09075807052724992	0	0.1134237915756943	0.10498799246869468	0.10415888387469888	0.19081848791348857	0.09450592097400104	0.08562108306996372
Tac.31.CE.Day1	0.367434980298228	0.42111071159857905	0.3860949592906111	0.2984514061733521	0.36627305393132253	0.31012087857143217	0.4017622358968769	0.4868768923564057	0.15184759304700754	0.20302749662148503	0.271992841930052	0.31528738780390675	0.3515797792701259	0.2452031269156182	0.3694881856563922	0.4240071072945587	0.35468054661966275	0.4752733031710832	0.3207768895799141	0.4841623977084916	0.35960180716875056	0.41976321712401615	0.3009980358536346	0.3250065300170075	0.0571523058611564	0.1134237915756943	0	0.06742332197698822	0.10712652568216167	0.23353568628247243	0.07827194556732903	0.0729268327367803
Tac.31.Stool.Day0	0.38877625928593407	0.45038914459990315	0.4040363955380044	0.32719518794681407	0.3826117816254559	0.3356509893406155	0.42576509717330713	0.519480316572456	0.15726961589341384	0.2158877189053681	0.3009014297921047	0.32863013044053624	0.37592292296828506	0.25491296103430977	0.40494217422869105	0.45818076005965114	0.3732427408903128	0.4982368471083613	0.3367574163386723	0.5027657152292585	0.37977912566694294	0.4414380412113205	0.3018107587457379	0.33812858872738516	0.09482329077789212	0.10498799246869468	0.06742332197698822	0	0.14855562225046842	0.2769326538117175	0.09249018729446216	0.08099109000074492
Tac.32.CE.Day1	0.3689120890496735	0.4244891920930115	0.3879534621948278	0.30746721252245185	0.3685473657723187	0.31188224139561493	0.4037796594074878	0.49248142140125745	0.18702640577254365	0.22068463050179687	0.28631382383762954	0.31826588200023237	0.30582225702082055	0.24964617171884024	0.3806867071883728	0.43272519140046906	0.3038874788392478	0.4243502305773582	0.2735428605501997	0.43414863964310657	0.30764448044057036	0.3807706328293272	0.24872729936250232	0.27603420366292675	0.07462209067673517	0.10415888387469888	0.10712652568216167	0.14855562225046842	0	0.15587952202050653	0.1014219468896798	0.10531828505654642
Tac.32.Stool.Day0	0.405277241147353	0.4398582689362954	0.4238471800833951	0.3529855606952651	0.40321207769829737	0.35553260885924043	0.4394459377606623	0.5103133136070932	0.307909394128459	0.30202739557100944	0.3310128232999044	0.3587609647685824	0.325291578261476	0.31492384630474657	0.3982642291444458	0.4497181142496707	0.2227423037752692	0.3397423994858614	0.2156276545123305	0.33323695367373357	0.22966369800329187	0.2963705080414097	0.18604640031301772	0.1952483972389145	0.20213542073506177	0.19081848791348857	0.23353568628247243	0.2769326538117175	0.15587952202050653	0	0.22263681501501856	0.2364813133585979
Tac.33.CE.Day1	0.3465826442148522	0.39829791116180263	0.364601160053749	0.2836134508133365	0.3438073884766491	0.29369875935221573	0.3808961758912904	0.4687435091875321	0.13905652274233565	0.18034409014491004	0.2531558908349674	0.29621082831377954	0.30936743623766494	0.22369622045507875	0.35443448627101154	0.405535995754334	0.32449821676914026	0.44628441971737176	0.28895304946420447	0.4531885012815501	0.3307544325920896	0.391044527512894	0.26028915066634806	0.28795828865842377	0.05487639277472618	0.09450592097400104	0.07827194556732903	0.09249018729446216	0.1014219468896798	0.22263681501501856	0	0.08795968942693316
Tac.33.Stool.Day0	0.3959202381212393	0.452600359306095	0.4067190773895156	0.33323699737398643	0.3846802101484471	0.3362893342053943	0.4311423656104044	0.5209682355203015	0.1641687540599983	0.22810028790642292	0.3011987880223492	0.3322644203290116	0.3495288341028542	0.2592881016726299	0.4004993422603642	0.45570037554162784	0.35120872981053963	0.4700236555325011	0.311011918915156	0.4789880956736522	0.353373532640728	0.41390661545082735	0.27872504143198207	0.3166969173596488	0.05980547728889407	0.08562108306996372	0.0729268327367803	0.08099109000074492	0.10531828505654642	0.2364813133585979	0.08795968942693316	0
